Cycle,Battery#1,#1_SOH,Battery#2,#2_SOH,Battery#3,#3_SOH,,Battery#4,#4 SOH,Battery#5,#5 SOH,Battery#6,#6 SOH,,Battery#7,#7 SOH,Battery#8,#8 SOH,Battery#9,#9 SOH
338,1.0802031,0.982002818,1.0756236,0.977839636,1.070029,0.972753636,,1.0360606,0.941873273,1.0142508,0.922046182,1.0202198,0.927472545,,1.0599192,0.963562909,1.0563496,0.960317818,1.0559539,0.959958091
339,1.0803508,0.982137091,1.0757637,0.977967,1.0669992,0.969999273,,1.0361897,0.941990636,1.0140225,0.921838636,1.0195656,0.926877818,,1.059626,0.963296364,1.0562707,0.960246091,1.0559767,0.959978818
340,1.0804368,0.982215273,1.0758748,0.978068,1.0679404,0.970854909,,1.0358055,0.941641364,1.0127884,0.920716727,1.0192437,0.926585182,,1.0597368,0.963397091,1.056155,0.960140909,1.0558761,0.959887364
341,1.0804888,0.982262545,1.0759256,0.978114182,1.0695685,0.972335,,1.0354909,0.941355364,1.0129763,0.920887545,1.0185033,0.925912091,,1.0596372,0.963306545,1.0560443,0.960040273,1.0558321,0.959847364
342,1.0804645,0.982240455,1.0759102,0.978100182,1.0675119,0.970465364,,1.0354984,0.941362182,1.0127337,0.920667,1.0184256,0.925841455,,1.0595986,0.963271455,1.0559332,0.959939273,1.0557543,0.959776636
343,1.0804534,0.982230364,1.0758578,0.978052545,1.0674061,0.970369182,,1.0348996,0.940817818,1.0121702,0.920154727,1.0180808,0.925528,,1.0595719,0.963247182,1.0559571,0.959961,1.0557863,0.959805727
344,1.0801029,0.981911727,1.0755669,0.977788091,1.0677824,0.970711273,,1.0344797,0.940436091,1.0116792,0.919708364,1.0169765,0.924524091,,1.0595133,0.963193909,1.0557438,0.959767091,1.0557013,0.959728455
345,1.0797704,0.981609455,1.0752485,0.977498636,1.0691404,0.971945818,,1.0344465,0.940405909,1.0112315,0.919301364,1.0168822,0.924438364,,1.0594941,0.963176455,1.055765,0.959786364,1.0555708,0.959609818
346,1.0795232,0.981384727,1.074982,0.977256364,1.0690612,0.971873818,,1.0339649,0.939968091,1.0105541,0.918685545,1.0165827,0.924166091,,1.0594612,0.963146545,1.0557057,0.959732455,1.0554994,0.959544909
347,1.0793179,0.981198091,1.0747793,0.977072091,1.0690391,0.971853727,,1.033537,0.939579091,1.0102412,0.918401091,1.015512,0.923192727,,1.0594975,0.963179545,1.0555261,0.959569182,1.055441,0.959491818
348,1.0792198,0.981108909,1.0746372,0.976942909,1.0676738,0.970612545,,1.0334386,0.939489636,1.009769,0.917971818,1.015167,0.922879091,,1.0594749,0.963159,1.0555357,0.959577909,1.0554271,0.959479182
349,1.0791384,0.981034909,1.0745953,0.976904818,1.0654423,0.968583909,,1.0329051,0.939004636,1.0090266,0.917296909,1.0149689,0.922699,,1.0593899,0.963081727,1.0555569,0.959597182,1.055331,0.959391818
350,1.0790989,0.980999,1.0745516,0.976865091,1.066672,0.969701818,,1.0328013,0.938910273,1.0088198,0.917108909,1.0139248,0.921749818,,1.0592226,0.962929636,1.0554293,0.959481182,1.0552348,0.959304364
351,1.0790623,0.980965727,1.0745178,0.976834364,1.065249,0.968408182,,1.0324444,0.938585818,1.0083386,0.916671455,1.0138229,0.921657182,,1.059069,0.96279,1.0554147,0.959467909,1.0552028,0.959275273
352,1.0790235,0.980930455,1.0744298,0.976754364,1.067323,0.970293636,,1.0320494,0.938226727,1.0074545,0.915867727,1.0128684,0.920789455,,1.0590839,0.962803545,1.0554638,0.959512545,1.055092,0.959174545
353,1.0790181,0.980925545,1.0744505,0.976773182,1.0683092,0.971190182,,1.0317479,0.937952636,1.0072912,0.915719273,1.0125122,0.920465636,,1.0590308,0.962755273,1.0554302,0.959482,1.0550257,0.959114273
354,1.0789891,0.980899182,1.0744126,0.976738727,1.0690169,0.971833545,,1.0312548,0.937504364,1.0068405,0.915309545,1.0121574,0.920143091,,1.0589894,0.962717636,1.0553292,0.959390182,1.0549158,0.959014364
355,1.0789243,0.980840273,1.0743464,0.976678545,1.0677238,0.970658,,1.0310744,0.937340364,1.0061165,0.914651364,1.0110103,0.919100273,,1.0589755,0.962705,1.0552171,0.959288273,1.0549513,0.959046636
356,1.0789951,0.980904636,1.0743874,0.976715818,1.0607356,0.964305091,,1.0308785,0.937162273,1.0054933,0.914084818,1.0105616,0.918692364,,1.0589045,0.962640455,1.0550911,0.959173727,1.0548669,0.958969909
357,1.0790669,0.980969909,1.0745013,0.976819364,1.0674988,0.970453455,,1.0296919,0.936083545,1.0046121,0.913283727,1.0101759,0.918341727,,1.0588777,0.962616091,1.0550238,0.959112545,1.0548553,0.958959364
358,1.0789909,0.980900818,1.0744153,0.976741182,1.0650654,0.968241273,,1.029892,0.936265455,1.0043895,0.913081364,1.0094422,0.917674727,,1.0588496,0.962590545,1.0548602,0.958963818,1.0547149,0.958831727
359,1.0788248,0.980749818,1.0742865,0.976624091,1.0649996,0.968181455,,1.029146,0.935587273,1.0039653,0.912695727,1.0091863,0.917442091,,1.0587289,0.962480818,1.0549287,0.959026091,1.0545099,0.958645364
360,1.0787441,0.980676455,1.0741948,0.976540727,1.0678664,0.970787636,,1.0289453,0.935404818,1.0032601,0.912054636,1.0085427,0.916857,,1.0586753,0.962432091,1.0549061,0.959005545,1.0546349,0.958759
361,1.0786655,0.980605,1.0741295,0.976481364,1.0684118,0.971283455,,1.028571,0.935064545,1.0027573,0.911597545,1.007779,0.916162727,,1.0586122,0.962374727,1.0550052,0.959095636,1.054682,0.958801818
362,1.0786471,0.980588273,1.074134,0.976485455,1.0682194,0.971108545,,1.0280683,0.934607545,1.0023978,0.911270727,1.0070193,0.915472091,,1.058486,0.96226,1.0549266,0.959024182,1.0544688,0.958608
363,1.078869,0.98079,1.0743251,0.976659182,1.0687932,0.971630182,,1.0278417,0.934401545,1.0013494,0.910317636,1.0068533,0.915321182,,1.0585705,0.962336818,1.0549057,0.959005182,1.0543871,0.958533727
364,1.0790184,0.980925818,1.0744771,0.976797364,1.0692003,0.972000273,,1.0273659,0.933969,1.0010775,0.910070455,1.0060303,0.914573,,1.058434,0.962212727,1.0548147,0.958922455,1.0545188,0.958653455
365,1.0791409,0.981037182,1.0746301,0.976936455,1.0691874,0.971988545,,1.0269281,0.933571,1.0006361,0.909669182,1.0054256,0.914023273,,1.0583745,0.962158636,1.0547597,0.958872455,1.054451,0.958591818
366,1.0792208,0.981109818,1.0746996,0.976999636,1.068893,0.971720909,,1.0266345,0.933304091,0.99948704,0.908624582,1.0051361,0.913760091,,1.0583664,0.962151273,1.0547309,0.958846273,1.0544506,0.958591455
367,1.0792735,0.981157727,1.0747268,0.977024364,1.0687414,0.971583091,,1.0264013,0.933092091,0.99925601,0.908414555,1.0040122,0.912738364,,1.0582682,0.962062,1.0546507,0.958773364,1.0543497,0.958499727
368,1.0792698,0.981154364,1.0747845,0.977076818,1.0686384,0.971489455,,1.0258594,0.932599455,0.99843037,0.907663973,1.0026453,0.911495727,,1.0581743,0.961976636,1.0545818,0.958710727,1.0543063,0.958460273
369,1.0793127,0.981193364,1.0747989,0.977089909,1.0645186,0.967744182,,1.0257158,0.932468909,0.99793905,0.907217318,1.0023999,0.911272636,,1.0581604,0.961964,1.0544661,0.958605545,1.0541379,0.958307182
370,1.0791715,0.981065,1.0744324,0.976756727,1.0677253,0.970659364,,1.0246357,0.931487,0.99669087,0.906082609,1.0016383,0.910580273,,1.0582098,0.962008909,1.0543268,0.958478909,1.0538902,0.958082
371,1.0788926,0.980811455,1.0743726,0.976702364,1.0676295,0.970572273,,1.0244433,0.931312091,0.99643612,0.905851018,1.0009942,0.909994727,,1.0580568,0.961869818,1.0543678,0.958516182,1.0539012,0.958092
372,1.0786905,0.980627727,1.0741397,0.976490636,1.0675622,0.970511091,,1.0243318,0.931210727,0.99556613,0.905060118,1.0005261,0.909569182,,1.0580946,0.961904182,1.054306,0.95846,1.0539173,0.958106636
373,1.0784998,0.980454364,1.0739725,0.976338636,1.0675855,0.970532273,,1.0235151,0.930468273,0.99504584,0.904587127,0.99929082,0.9084462,,1.0582402,0.962036545,1.0542195,0.958381364,1.0538437,0.958039727
374,1.0783615,0.980328636,1.0738165,0.976196818,1.0679543,0.970867545,,1.0228691,0.929881,0.99387819,0.903525627,0.99972034,0.908836673,,1.0581149,0.961922636,1.0541786,0.958344182,1.0538443,0.958040273
375,1.0782696,0.980245091,1.0737524,0.976138545,1.0655049,0.968640818,,1.022329,0.92939,0.99399424,0.903631127,0.99851859,0.907744173,,1.0580391,0.961853727,1.0540785,0.958253182,1.0537963,0.957996636
376,1.0782193,0.980199364,1.0733318,0.975756182,1.0653461,0.968496455,,1.0219097,0.929008818,0.99344897,0.903135427,0.99819112,0.907446473,,1.0579739,0.961794455,1.0540603,0.958236636,1.0537094,0.957917636
377,1.0781486,0.980135091,1.0735106,0.975918727,1.0629482,0.966316545,,1.0214148,0.928558909,0.99260432,0.902367564,0.99763221,0.906938373,,1.0579824,0.961802182,1.0539795,0.958163182,1.0536927,0.957902455
378,1.0781941,0.980176455,1.0735966,0.975996909,1.0594556,0.963141455,,1.021129,0.928299091,0.99213821,0.901943827,0.99667668,0.906069709,,1.0579516,0.961774182,1.0539224,0.958111273,1.0536853,0.957895727
379,1.0781721,0.980156455,1.0735462,0.975951091,1.0653667,0.968515182,,1.0205688,0.927789818,0.99117088,0.901064436,0.99649942,0.905908564,,1.0578345,0.961667727,1.0537385,0.957944091,1.0535713,0.957792091
380,1.0781236,0.980112364,1.0735968,0.975997091,1.0681189,0.971017182,,1.0198609,0.927146273,0.99028182,0.9002562,0.99599713,0.905451936,,1.0576552,0.961504727,1.0538039,0.958003545,1.0535207,0.957746091
381,1.0781115,0.980101364,1.0736037,0.976003364,1.0680037,0.970912455,,1.0200508,0.927318909,0.98956364,0.899603309,0.9949742,0.904522,,1.0575852,0.961441091,1.0537224,0.957929455,1.053465,0.957695455
382,1.0781264,0.980114909,1.0734512,0.975864727,1.0679121,0.970829182,,1.0192397,0.926581545,0.98851538,0.898650345,0.99405211,0.903683736,,1.0575999,0.961454455,1.0536519,0.957865364,1.0534332,0.957666545
383,1.0782268,0.980206182,1.0737031,0.976093727,1.0673084,0.970280364,,1.0185145,0.925922273,0.98792648,0.898114982,0.99360323,0.903275664,,1.0575645,0.961422273,1.053581,0.957800909,1.0533366,0.957578727
384,1.0781873,0.980170273,1.0737282,0.976116545,1.0674245,0.970385909,,1.0179117,0.925374273,0.98766387,0.897876245,0.99202979,0.901845264,,1.057605,0.961459091,1.0533787,0.957617,1.0533208,0.957564364
385,1.0781057,0.980096091,1.0736164,0.976014909,1.0675998,0.970545273,,1.0172822,0.924802,0.98610514,0.896459218,0.99150246,0.901365873,,1.0575818,0.961438,1.0534769,0.957706273,1.0531976,0.957452364
386,1.0779345,0.979940455,1.0732094,0.975644909,1.0681614,0.971055818,,1.0167055,0.924277727,0.98602867,0.8963897,0.99035937,0.9003267,,1.0575681,0.961425545,1.0533546,0.957595091,1.0531243,0.957385727
387,1.0778304,0.979845818,1.0733148,0.975740727,1.0667884,0.969807636,,1.0159482,0.923589273,0.98457623,0.8950693,0.99050754,0.9004614,,1.0575522,0.961411091,1.0532399,0.957490818,1.0531009,0.957364455
388,1.0777211,0.979746455,1.0732375,0.975670455,1.0499117,0.954465182,,1.015095,0.922813636,0.98379809,0.8943619,0.98864323,0.898766573,,1.0575169,0.961379,1.0531616,0.957419636,1.0530385,0.957307727
389,1.0778693,0.979881182,1.0733236,0.975748727,1.0487819,0.953438091,,1.0148598,0.922599818,0.98317164,0.8937924,0.98902261,0.899111464,,1.0574065,0.961278636,1.0531044,0.957367636,1.0530144,0.957285818
390,1.0780573,0.980052091,1.0735202,0.975927455,1.0409842,0.946349273,,1.0145224,0.922293091,0.98257965,0.893254227,0.98832148,0.898474073,,1.0574592,0.961326545,1.0530989,0.957362636,1.0528702,0.957154727
391,1.0782228,0.980202545,1.0736946,0.976086,1.054733,0.958848182,,1.0139415,0.921765,0.98177648,0.892524073,0.9877525,0.897956818,,1.0572795,0.961163182,1.0530219,0.957292636,1.0528095,0.957099545
392,1.0783082,0.980280182,1.0738062,0.976187455,1.0663438,0.969403455,,1.0136591,0.921508273,0.98118794,0.891989036,0.98613316,0.896484691,,1.0573295,0.961208636,1.0529233,0.957203,1.0527471,0.957042818
393,1.0784098,0.980372545,1.0738928,0.976266182,1.0636747,0.966977,,1.0128208,0.920746182,0.98000747,0.890915882,0.98573554,0.896123218,,1.0573648,0.961240727,1.0528764,0.957160364,1.0527892,0.957081091
394,1.0784452,0.980404727,1.0739291,0.976299182,1.0661352,0.969213818,,1.0121986,0.920180545,0.97862637,0.889660336,0.98521197,0.895647245,,1.057425,0.961295455,1.052762,0.957056364,1.052617,0.956924545
395,1.0784394,0.980399455,1.0739547,0.976322455,1.067439,0.970399091,,1.0117795,0.919799545,0.97853857,0.889580518,0.98374134,0.894310309,,1.0572872,0.961170182,1.0527669,0.957060818,1.052657,0.956960909
396,1.078418,0.98038,1.0739543,0.976322091,1.0632888,0.966626182,,1.0111474,0.919224909,0.97738916,0.8885356,0.98306042,0.893691291,,1.0573558,0.961232545,1.0527462,0.957042,1.0526115,0.956919545
397,1.0781161,0.980105545,1.0736508,0.976046182,1.0647497,0.967954273,,1.0105624,0.918693091,0.97642887,0.887662609,0.98245627,0.893142064,,1.0572916,0.961174182,1.0526143,0.956922091,1.0525515,0.956865
398,1.0778599,0.979872636,1.0733641,0.975785545,1.0652326,0.968393273,,1.0097114,0.917919455,0.97564602,0.886950927,0.98116392,0.8919672,,1.0571805,0.961073182,1.0526371,0.956942818,1.0524851,0.956804636
399,1.0776757,0.979705182,1.0731798,0.975618,1.0636783,0.966980273,,1.0090007,0.917273364,0.9744693,0.885881182,0.98024929,0.891135718,,1.0570428,0.960948,1.0524908,0.956809818,1.0523688,0.956698909
400,1.0775154,0.979559455,1.0730301,0.975481909,1.0658928,0.968993455,,1.0083181,0.916652818,0.97361749,0.885106809,0.9800818,0.890983455,,1.0571491,0.961044636,1.0524002,0.956727455,1.0521835,0.956530455
401,1.077435,0.979486364,1.0729581,0.975416455,1.0619923,0.965447545,,1.0077469,0.916133545,0.97258323,0.884166573,0.97862959,0.889663264,,1.057109,0.961008182,1.052309,0.956644545,1.0521187,0.956471545
402,1.0773478,0.979407091,1.0728813,0.975346636,1.0594559,0.963141727,,1.0071732,0.915612,0.9718619,0.883510818,0.9776414,0.888764909,,1.0570002,0.960909273,1.0521997,0.956545182,1.0521312,0.956482909
403,1.0773003,0.979363909,1.0728061,0.975278273,1.058076,0.961887273,,1.0068879,0.915352636,0.97051036,0.882282145,0.97733873,0.888489755,,1.0570034,0.960912182,1.0521516,0.956501455,1.0521855,0.956532273
404,1.0772712,0.979337455,1.0728029,0.975275364,1.0449606,0.949964182,,1.0058972,0.914452,0.96923703,0.881124573,0.97588742,0.887170382,,1.0569241,0.960840091,1.0520765,0.956433182,1.0520432,0.956402909
405,1.0772387,0.979307909,1.0727966,0.975269636,1.0608855,0.964441364,,1.0046796,0.913345091,0.96852541,0.880477645,0.9752515,0.886592273,,1.0568066,0.960733273,1.052008,0.956370909,1.051945,0.956313636
406,1.0772605,0.979327727,1.072812,0.975283636,1.0548323,0.958938455,,1.004205,0.912913636,0.9666301,0.878754636,0.97411728,0.885561164,,1.0567592,0.960690182,1.0519595,0.956326818,1.051929,0.956299091
407,1.0772508,0.979318909,1.0727965,0.975269545,1.0426595,0.947872273,,1.0028108,0.911646182,0.96642959,0.878572355,0.9731043,0.884640273,,1.0568404,0.960764,1.0519178,0.956288909,1.0518581,0.956234636
408,1.0772288,0.979298909,1.072793,0.975266364,1.0669585,0.969962273,,1.0025901,0.911445545,0.96469402,0.876994564,0.97215283,0.8837753,,1.0568473,0.960770273,1.0517833,0.956166636,1.0517385,0.956125909
409,1.0773697,0.979427,1.07291,0.975372727,1.0656699,0.968790818,,1.0022535,0.911139545,0.96391237,0.876283973,0.97078234,0.8825294,,1.0567514,0.960683091,1.0516958,0.956087091,1.0516717,0.956065182
410,1.0774386,0.979489636,1.0729449,0.975404455,1.0656745,0.968795,,1.0011866,0.910169636,0.96243989,0.874945355,0.97001553,0.8818323,,1.056934,0.960849091,1.0516218,0.956019818,1.0515761,0.955978273
411,1.0773662,0.979423818,1.0728635,0.975330455,1.0665383,0.969580273,,1.0004636,0.909512364,0.96124381,0.873858009,0.96919817,0.881089245,,1.0568902,0.960809273,1.0515317,0.955937909,1.0514597,0.955872455
412,1.0772254,0.979295818,1.0727617,0.975237909,1.0629419,0.966310818,,0.9996739,0.908794455,0.96038765,0.873079682,0.96785337,0.8798667,,1.0568163,0.960742091,1.0514814,0.955892182,1.0514576,0.955870545
413,1.0770916,0.979174182,1.0726027,0.975093364,1.0556192,0.959653818,,0.99878889,0.9079899,0.95921886,0.872017145,0.96702063,0.879109664,,1.0567009,0.960637182,1.0514032,0.955821091,1.0515125,0.955920455
414,1.0769926,0.979084182,1.0724785,0.974980455,1.0669644,0.969967636,,0.99792725,0.907206591,0.95817113,0.871064664,0.96651703,0.878651845,,1.0564704,0.960427636,1.0513705,0.955791364,1.0513794,0.955799455
415,1.0769438,0.979039818,1.072441,0.974946364,1.0645865,0.967805909,,0.99703926,0.906399327,0.95685679,0.869869809,0.96491951,0.877199555,,1.0566093,0.960553909,1.0512407,0.955673364,1.0513002,0.955727455
416,1.0771328,0.979211636,1.0726017,0.975092455,1.0439526,0.949047818,,0.99573863,0.905216936,0.95525992,0.868418109,0.96415067,0.876500609,,1.0565147,0.960467909,1.0511053,0.955550273,1.0512495,0.955681364
417,1.0773152,0.979377455,1.0727917,0.975265182,1.0560402,0.960036545,,0.99566144,0.905146764,0.95386845,0.867153136,0.96326405,0.875694591,,1.0564188,0.960380727,1.0511297,0.955572455,1.0511653,0.955604818
418,1.0774344,0.979485818,1.0729266,0.975387818,1.0669073,0.969915727,,0.99462587,0.904205336,0.95296228,0.866329345,0.96180415,0.874367409,,1.0564013,0.960364818,1.0510731,0.955521,1.0510857,0.955532455
419,1.0774941,0.979540091,1.0730158,0.975468909,1.0662833,0.969348455,,0.99405819,0.903689264,0.95131326,0.864830236,0.9610852,0.873713818,,1.0563273,0.960297545,1.051,0.955454545,1.0509149,0.955377182
420,1.0775131,0.979557364,1.0730367,0.975487909,1.0667531,0.969775545,,0.99324167,0.902946973,0.9503414,0.863946727,0.95976979,0.872517991,,1.0562854,0.960259455,1.0508494,0.955317636,1.0508562,0.955323818
421,1.0774316,0.979483273,1.0730126,0.975466,1.0661353,0.969213909,,0.9919219,0.901747182,0.94905502,0.862777291,0.958498,0.871361818,,1.0563269,0.960297182,1.0507754,0.955250364,1.0508637,0.955330636
422,1.0774074,0.979461273,1.0729802,0.975436545,1.063808,0.967098182,,0.99112725,0.901024773,0.9473725,0.861247727,0.95777422,0.870703836,,1.056124,0.960112727,1.0506623,0.955147545,1.050755,0.955231818
423,1.0771635,0.979239545,1.0727934,0.975266727,1.0638028,0.967093455,,0.98974425,0.8997675,0.94607264,0.860066036,0.95579731,0.868906645,,1.0561764,0.960160364,1.0507177,0.955197909,1.0506195,0.955108636
424,1.0769451,0.979041,1.0725113,0.975010273,1.0649281,0.968116455,,0.98869336,0.898812145,0.9449541,0.859049182,0.95495933,0.868144845,,1.0561522,0.960138364,1.0494177,0.954016091,1.0506139,0.955103545
425,1.076761,0.978873636,1.0722644,0.974785818,1.0635319,0.966847182,,0.98746175,0.8976925,0.94322228,0.8574748,0.95403159,0.867301445,,1.0561392,0.960126545,1.0506376,0.955125091,1.0505666,0.955060545
426,1.0765847,0.978713364,1.072119,0.974653636,1.0646418,0.967856182,,0.98661882,0.8969262,0.9417361,0.856123727,0.9522993,0.865726636,,1.0560653,0.960059364,1.0505027,0.955002455,1.0505124,0.955011273
427,1.076472,0.978610909,1.0719939,0.974539909,1.0513592,0.955781091,,0.9859677,0.896334273,0.94095051,0.855409555,0.95090258,0.864456891,,1.0560534,0.960048545,1.0504797,0.954981545,1.0504022,0.954911091
428,1.0764322,0.978574727,1.0719556,0.974505091,1.0622097,0.965645182,,0.98499578,0.895450709,0.93892896,0.853571782,0.94975156,0.863410509,,1.0559905,0.959991364,1.0503231,0.954839182,1.0502613,0.954783
429,1.0763853,0.978532091,1.0719351,0.974486455,1.0548745,0.958976818,,0.98394102,0.894491836,0.93740886,0.852189873,0.94867122,0.862428382,,1.055994,0.959994545,1.0502412,0.954764727,1.050197,0.954724545
430,1.0763484,0.978498545,1.0719007,0.974455182,1.056126,0.960114545,,0.98265183,0.893319845,0.93591267,0.8508297,0.94730264,0.861184218,,1.0560334,0.960030364,1.0501564,0.954687636,1.0502625,0.954784091
431,1.0763351,0.978486455,1.0718796,0.974436,1.0548553,0.958959364,,0.98139185,0.892174409,0.93379241,0.848902191,0.94618511,0.860168282,,1.0557652,0.959786545,1.0500915,0.954628636,1.0501319,0.954665364
432,1.0763147,0.978467909,1.0718626,0.974420545,1.0401301,0.945572818,,0.98020226,0.891092964,0.93216324,0.847421127,0.94418418,0.858349255,,1.0558435,0.959857727,1.0499829,0.954529909,1.0500559,0.954596273
433,1.0763103,0.978463909,1.0718318,0.974392545,1.0560426,0.960038727,,0.97923058,0.890209618,0.93048954,0.845899582,0.94303441,0.857304009,,1.0556631,0.959693727,1.0500004,0.954545818,1.049904,0.954458182
434,1.0762957,0.978450636,1.0718457,0.974405182,1.0644474,0.967679455,,0.97841597,0.889469064,0.92867184,0.844247127,0.94160765,0.856006955,,1.0555658,0.959605273,1.0497949,0.954359,1.049841,0.954400909
435,1.0763397,0.978490636,1.0718414,0.974401273,1.0630739,0.966430818,,0.97672021,0.887927464,0.92715412,0.842867382,0.9401598,0.854690727,,1.0555454,0.959586727,1.0498093,0.954372091,1.0498053,0.954368455
436,1.0764672,0.978606545,1.0719668,0.974515273,1.0643857,0.967623364,,0.97553855,0.886853227,0.92578316,0.841621055,0.93870717,0.853370155,,1.0554792,0.959526545,1.0496416,0.954219636,1.0497611,0.954328273
437,1.0764256,0.978568727,1.0719213,0.974473909,1.0652679,0.968425364,,0.97372043,0.885200391,0.92371178,0.839737982,0.93746769,0.852243355,,1.055491,0.959537273,1.0496453,0.954223,1.0496367,0.954215182
438,1.0762469,0.978406273,1.0717525,0.974320455,1.0605631,0.964148273,,0.97282338,0.884384891,0.92223072,0.838391564,0.93569207,0.850629155,,1.0554501,0.959500091,1.049572,0.954156364,1.0494553,0.954050273
439,1.0761455,0.978314091,1.0716239,0.974203545,1.061882,0.965347273,,0.97189236,0.883538509,0.92031306,0.836648236,0.93442011,0.849472827,,1.0553398,0.959399818,1.0494554,0.954050364,1.0494198,0.954018
440,1.0760616,0.978237818,1.0715833,0.974166636,1.0604329,0.964029909,,0.97085655,0.882596864,0.91796917,0.834517427,0.93279529,0.847995718,,1.0551674,0.959243091,1.0493127,0.953920636,1.0493746,0.953976909
441,1.0760143,0.978194818,1.0715199,0.974109,1.0625196,0.965926909,,0.96929187,0.881174427,0.91657317,0.833248336,0.93090045,0.846273136,,1.0551358,0.959214364,1.0492966,0.953906,1.049316,0.953923636
442,1.0761213,0.978292091,1.0716007,0.974182455,1.0639434,0.967221273,,0.96793026,0.8799366,0.91467285,0.831520773,0.93004686,0.845497145,,1.0552121,0.959283727,1.0491298,0.953754364,1.0491874,0.953806727
443,1.076252,0.978410909,1.0717331,0.974302818,1.0656309,0.968755364,,0.96699083,0.879082573,0.91259348,0.829630436,0.92842287,0.844020791,,1.0552329,0.959302636,1.0490887,0.953717,1.0491245,0.953749545
444,1.0763233,0.978475727,1.0718055,0.974368636,1.0659555,0.969050455,,0.96517533,0.877432118,0.91134328,0.828493891,0.9264046,0.842186,,1.0551355,0.959214091,1.0489459,0.953587182,1.0489807,0.953618818
445,1.0763732,0.978521091,1.0715779,0.974161727,1.0643766,0.967615091,,0.96358973,0.875990664,0.90913671,0.826487918,0.92497456,0.840885964,,1.0548861,0.958987364,1.0488424,0.953493091,1.0488731,0.953521
446,1.0761567,0.978324273,1.071839,0.974399091,1.0592486,0.962953273,,0.96177578,0.874341618,0.90682453,0.824385936,0.92354733,0.839588482,,1.0550086,0.959098727,1.0487765,0.953433182,1.0488058,0.953459818
447,1.0763611,0.978510091,1.0718482,0.974407455,1.064343,0.967584545,,0.96006048,0.872782255,0.90559042,0.823264018,0.92151749,0.837743173,,1.0549339,0.959030818,1.048613,0.953284545,1.0486739,0.953339909
448,1.0763779,0.978525364,1.0718659,0.974423545,1.0652808,0.968437091,,0.95858723,0.871442936,0.90318888,0.8210808,0.9205516,0.836865091,,1.0548476,0.958952364,1.048522,0.953201818,1.0485233,0.953203
449,1.0763863,0.978533,1.0718762,0.974432909,1.0652997,0.968454273,,0.95756757,0.870515973,0.90142214,0.819474673,0.91841209,0.834920082,,1.0546218,0.958747091,1.0484189,0.953108091,1.0483807,0.953073364
450,1.0761533,0.978321182,1.0716312,0.974210182,1.0651654,0.968332182,,0.95584601,0.868950918,0.89987123,0.818064755,0.91667032,0.833336655,,1.0547136,0.958830545,1.0483701,0.953063727,1.0483731,0.953066455
451,1.0759333,0.978121182,1.0714047,0.974004273,1.0648382,0.968034727,,0.95444131,0.867673918,0.89749545,0.815904955,0.91505343,0.831866755,,1.0543875,0.958534091,1.0483282,0.953025636,1.0484231,0.953111909
452,1.0757965,0.977996818,1.0712407,0.973855182,1.0647463,0.967951182,,0.95224053,0.865673209,0.89612204,0.8146564,0.91312814,0.830116491,,1.0544145,0.958558636,1.048297,0.952997273,1.0483158,0.953014364
453,1.0756837,0.977894273,1.0707967,0.973451545,1.0647039,0.967912636,,0.9509564,0.864505818,0.89411986,0.812836236,0.91171312,0.828830109,,1.054315,0.958468182,1.0483087,0.953007909,1.0482838,0.952985273
454,1.075597,0.977815455,1.0710164,0.973651273,1.063228,0.966570909,,0.94933689,0.863033536,0.8920126,0.810920545,0.9101215,0.827383182,,1.054183,0.958348182,1.0481936,0.952903273,1.0481762,0.952887455
455,1.0755435,0.977766818,1.0710196,0.973654182,1.0547636,0.958876,,0.94765449,0.861504082,0.89028287,0.809348064,0.90820384,0.825639855,,1.0540767,0.958251545,1.0481775,0.952888636,1.0481566,0.952869636
456,1.0755167,0.977742455,1.0709519,0.973592636,1.0632907,0.966627909,,0.94603276,0.860029782,0.88815749,0.8074159,0.90678054,0.824345945,,1.0540138,0.958194364,1.0481331,0.952848273,1.0480328,0.952757091
457,1.0754862,0.977714727,1.0707879,0.973443545,1.0640476,0.967316,,0.94434536,0.858495782,0.88636982,0.805790745,0.90485632,0.822596655,,1.054031,0.95821,1.0480475,0.952770455,1.0480094,0.952735818
458,1.0754229,0.977657182,1.0708137,0.973467,1.060768,0.964334545,,0.94246584,0.856787127,0.88428253,0.803893209,0.90323442,0.8211222,,1.053921,0.95811,1.0480726,0.952793273,1.0478845,0.952622273
459,1.0753751,0.977613727,1.070776,0.973432727,1.0610192,0.964562909,,0.94088978,0.855354345,0.88255233,0.8023203,0.90089929,0.818999355,,1.0537047,0.957913364,1.0480062,0.952732909,1.0477992,0.952544727
460,1.0753145,0.977558636,1.0707228,0.973384364,1.0645175,0.967743182,,0.93960488,0.854186255,0.88082498,0.800749982,0.89934027,0.817582064,,1.0537153,0.957923,1.0478216,0.952565091,1.0478183,0.952562091
461,1.0752944,0.977540364,1.070732,0.973392727,1.0599377,0.963579727,,0.93750113,0.852273755,0.879363,0.799420909,0.89763373,0.816030664,,1.0536017,0.957819727,1.0477918,0.952538,1.0476781,0.952434636
462,1.0752643,0.977513,1.070677,0.973342727,1.0632949,0.966631727,,0.93613607,0.851032791,0.87743962,0.797672382,0.89550096,0.814091782,,1.0534261,0.957660091,1.0476818,0.952438,1.0476192,0.952381091
